ReceiptTotalDisplay,Reimbursee,FilingDate,ReceiptTotal,ReportTypeId,EndingDateDisplay,EndingBalanceDisplay,ReportCandidateFirstName,ReceiptItemizedTotalDisplay,BeginningBalanceDisplay,ReportTypeDescription,ExpenditureItemizedTotalDisplay,Category,ReceiptUnitemizedTotalDisplay,InkindTotalDisplay,ReportYear,ExpenditureTotalDisplay,ReportingPeriod,SavingsTotalDisplay,IsAmendment,Ui,PaymentsDisplay,LiabilityTotalDisplay,BeginningDateDisplay,AmendmentReason,FilingDateShortDisplay,ExpenditureUnitemizedTotalDisplay,FullNameReverse,CpfId,FilingId,IsAmended,Id,ReportId,FilingMechanism,FilingDateDisplay
$0.00,,2015-01-29T14:32:33.12,0.0,71,1/15/2015,"$2,615.47",Henrietta,$0.00,"$2,615.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,1/1 - 1/15 2015,$0.00,False,,$0.00,$0.00,1/1/2015,,1/29/2015,$0.00,"Davis, Henrietta",13739,60046,False,300244,300244,Bank Reporter 3,1/29/2015
$0.00,,2015-01-05T12:26:22.243,0.0,70,12/31/2014,"$2,615.47",Henrietta,$0.00,"$2,627.47",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,12/1/14 - 12/31/14,$0.00,False,,$0.00,$0.00,12/1/2014,,1/5/2015,$0.00,"Davis, Henrietta",13739,60046,False,213169,213169,Web Reporter 2.0,1/5/2015
$0.00,,2014-12-05T16:21:55.373,0.0,70,11/30/2014,"$2,627.47",Henrietta,$0.00,"$2,639.47",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,11/1/14 - 11/30/14,$0.00,False,,$0.00,$0.00,11/1/2014,,12/5/2014,$0.00,"Davis, Henrietta",13739,60046,False,211737,211737,Web Reporter 2.0,12/5/2014
$0.00,,2014-11-04T13:37:56.183,0.0,70,10/31/2014,"$2,639.47",Henrietta,$0.00,"$2,651.47",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,10/1/14 - 10/31/14,$0.00,False,,$0.00,$0.00,10/1/2014,,11/4/2014,$0.00,"Davis, Henrietta",13739,60046,False,210261,210261,Web Reporter 2.0,11/4/2014
$0.00,,2014-10-06T16:29:35.01,0.0,70,9/30/2014,"$2,651.47",Henrietta,$0.00,"$2,771.07",Bank Report (Entire Month),$119.60,D,$0.00,$0.00,2014,$119.60,9/1/14 - 9/30/14,$0.00,False,,$0.00,$0.00,9/1/2014,,10/6/2014,$0.00,"Davis, Henrietta",13739,60046,False,206778,206778,Web Reporter 2.0,10/6/2014
$0.00,,2014-09-04T13:54:10.253,0.0,70,8/31/2014,"$2,771.07",Henrietta,$0.00,"$2,783.07",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,8/1/14 - 8/31/14,$0.00,False,,$0.00,$0.00,8/1/2014,,9/4/2014,$0.00,"Davis, Henrietta",13739,60046,False,204397,204397,Web Reporter 2.0,9/4/2014
$0.00,,2014-08-06T09:50:53.267,0.0,70,7/31/2014,"$2,783.07",Henrietta,$0.00,"$2,795.07",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,7/1/14 - 7/31/14,$0.00,False,,$0.00,$0.00,7/1/2014,,8/6/2014,$0.00,"Davis, Henrietta",13739,60046,False,201364,201364,Web Reporter 2.0,8/6/2014
$0.00,,2014-07-02T09:53:25.193,0.0,70,6/30/2014,"$2,795.07",Henrietta,$0.00,"$2,807.07",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,6/1/14 - 6/30/14,$0.00,False,,$0.00,$0.00,6/1/2014,,7/2/2014,$0.00,"Davis, Henrietta",13739,60046,False,198882,198882,Web Reporter 2.0,7/2/2014
$0.00,,2014-06-02T13:22:05.6,0.0,70,5/31/2014,"$2,807.07",Henrietta,$0.00,"$2,819.07",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,5/1/14 - 5/31/14,$0.00,False,,$0.00,$0.00,5/1/2014,,6/2/2014,$0.00,"Davis, Henrietta",13739,60046,False,196878,196878,Web Reporter 2.0,6/2/2014
$0.00,,2014-05-02T11:05:39.247,0.0,70,4/30/2014,"$2,819.07",Henrietta,$0.00,"$2,831.07",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,4/1/14 - 4/30/14,$0.00,False,,$0.00,$0.00,4/1/2014,,5/2/2014,$0.00,"Davis, Henrietta",13739,60046,False,195169,195169,Web Reporter 2.0,5/2/2014
$0.00,,2014-04-07T13:16:15.38,0.0,70,3/31/2014,"$2,831.07",Henrietta,$0.00,"$2,922.42",Bank Report (Entire Month),$91.35,D,$0.00,$0.00,2014,$91.35,3/1/14 - 3/31/14,$0.00,False,,$0.00,$0.00,3/1/2014,,4/7/2014,$0.00,"Davis, Henrietta",13739,60046,False,193844,193844,Web Reporter 2.0,4/7/2014
$0.00,,2014-03-05T08:42:11.203,0.0,70,2/28/2014,"$2,922.42",Henrietta,$0.00,"$2,934.42",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2014,$12.00,2/1/14 - 2/28/14,$0.00,False,,$0.00,$0.00,2/1/2014,,3/5/2014,$0.00,"Davis, Henrietta",13739,60046,False,191575,191575,Web Reporter 2.0,3/5/2014
$0.00,,2014-02-05T14:48:10.4,0.0,70,1/31/2014,"$2,934.42",Henrietta,$0.00,"$3,978.70",Bank Report (Entire Month),"$1,044.28",D,$0.00,$0.00,2014,"$1,044.28",1/1/14 - 1/31/14,$0.00,False,,$0.00,$0.00,1/1/2014,,2/5/2014,$0.00,"Davis, Henrietta",13739,60046,False,190062,190062,Web Reporter 2.0,2/5/2014
$0.00,,2014-01-07T14:08:19.477,0.0,70,12/31/2013,"$3,978.70",Henrietta,$0.00,"$4,022.74",Bank Report (Entire Month),$44.04,D,$0.00,$0.00,2013,$44.04,12/1/13 - 12/31/13,$0.00,False,,$0.00,$0.00,12/1/2013,,1/7/2014,$0.00,"Davis, Henrietta",13739,60046,False,186915,186915,Web Reporter 2.0,1/7/2014
$0.00,,2013-12-09T10:29:21.433,0.0,70,11/30/2013,"$4,022.74",Henrietta,$0.00,"$4,114.22",Bank Report (Entire Month),$91.48,D,$0.00,$0.00,2013,$91.48,11/1/13 - 11/30/13,$0.00,False,,$0.00,$0.00,11/1/2013,,12/9/2013,$0.00,"Davis, Henrietta",13739,60046,False,185001,185001,Web Reporter 2.0,12/9/2013
$0.00,,2013-11-04T10:11:43.71,0.0,70,10/31/2013,"$4,114.22",Henrietta,$0.00,"$4,126.22",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2013,$12.00,10/1/13 - 10/31/13,$0.00,False,,$0.00,$0.00,10/1/2013,,11/4/2013,$0.00,"Davis, Henrietta",13739,60046,False,182745,182745,Web Reporter 2.0,11/4/2013
$0.00,,2013-10-01T14:24:25.587,0.0,70,9/30/2013,"$4,126.22",Henrietta,$0.00,"$4,528.10",Bank Report (Entire Month),$401.88,D,$0.00,$0.00,2013,$401.88,9/1/13 - 9/30/13,$0.00,False,,$0.00,$0.00,9/1/2013,,10/1/2013,$0.00,"Davis, Henrietta",13739,60046,False,180280,180280,Web Reporter 2.0,10/1/2013
$0.00,,2013-09-10T09:55:18.33,0.0,70,8/31/2013,"$4,528.10",Henrietta,$0.00,"$4,620.53",Bank Report (Entire Month),$92.43,D,$0.00,$0.00,2013,$92.43,8/1/13 - 8/31/13,$0.00,False,,$0.00,$0.00,8/1/2013,,9/10/2013,$0.00,"Davis, Henrietta",13739,60046,False,178853,178853,Web Reporter 2.0,9/10/2013
$0.00,,2013-08-02T08:41:22.48,0.0,70,7/31/2013,"$4,620.53",Henrietta,$0.00,"$4,664.41",Bank Report (Entire Month),$43.88,D,$0.00,$0.00,2013,$43.88,7/1/13 - 7/31/13,$0.00,False,,$0.00,$0.00,7/1/2013,,8/2/2013,$0.00,"Davis, Henrietta",13739,60046,False,176288,176288,Web Reporter 2.0,8/2/2013
$0.00,,2013-07-08T13:18:44.84,0.0,70,6/30/2013,"$4,664.41",Henrietta,$0.00,"$4,708.85",Bank Report (Entire Month),$44.44,D,$0.00,$0.00,2013,$44.44,6/1/13 - 6/30/13,$0.00,False,,$0.00,$0.00,6/1/2013,,7/8/2013,$0.00,"Davis, Henrietta",13739,60046,False,174011,174011,Web Reporter 2.0,7/8/2013
$575.00,,2013-06-04T13:05:59.767,575.0,70,5/31/2013,"$4,708.85",Henrietta,$575.00,"$4,228.14",Bank Report (Entire Month),$94.29,D,$0.00,$0.00,2013,$94.29,5/1/13 - 5/31/13,$0.00,False,,$0.00,$0.00,5/1/2013,,6/4/2013,$0.00,"Davis, Henrietta",13739,60046,False,171816,171816,Web Reporter 2.0,6/4/2013
$0.00,,2013-05-06T13:27:33.957,0.0,70,4/30/2013,"$4,228.14",Henrietta,$0.00,"$4,240.14",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2013,$12.00,4/1/13 - 4/30/13,$0.00,False,,$0.00,$0.00,4/1/2013,,5/6/2013,$0.00,"Davis, Henrietta",13739,60046,False,170294,170294,Web Reporter 2.0,5/6/2013
$310.00,,2013-04-05T10:08:19.197,310.0,70,3/31/2013,"$4,240.14",Henrietta,$310.00,"$3,975.69",Bank Report (Entire Month),$45.55,D,$0.00,$0.00,2013,$45.55,3/1/13 - 3/31/13,$0.00,False,,$0.00,$0.00,3/1/2013,,4/5/2013,$0.00,"Davis, Henrietta",13739,60046,False,169022,169022,Web Reporter 2.0,4/5/2013
"$3,320.38",,2013-03-07T09:07:50.41,3320.38,70,2/28/2013,"$3,975.69",Henrietta,"$3,320.38","$2,076.75",Bank Report (Entire Month),"$1,421.44",D,$0.00,$0.00,2013,"$1,421.44",2/1/13 - 2/28/13,$0.00,False,,$0.00,$0.00,2/1/2013,,3/7/2013,$0.00,"Davis, Henrietta",13739,60046,False,167904,167904,Web Reporter 2.0,3/7/2013
$20.00,,2013-02-01T13:07:17.023,20.0,70,1/31/2013,"$2,076.75",Henrietta,$20.00,"$2,120.83",Bank Report (Entire Month),$64.08,D,$0.00,$0.00,2013,$64.08,1/1/13 - 1/31/13,$0.00,False,,$0.00,$0.00,1/1/2013,,2/1/2013,$0.00,"Davis, Henrietta",13739,60046,False,166605,166605,Web Reporter 2.0,2/1/2013
$0.00,,2013-01-04T15:33:24.813,0.0,70,12/31/2012,"$2,120.83",Henrietta,$0.00,"$2,165.80",Bank Report (Entire Month),$44.97,D,$0.00,$0.00,2012,$44.97,12/1/12 - 12/31/12,$0.00,False,,$0.00,$0.00,12/1/2012,,1/4/2013,$0.00,"Davis, Henrietta",13739,60046,False,164170,164170,Web Reporter 2.0,1/4/2013
$0.00,,2012-12-03T16:07:27.537,0.0,70,11/30/2012,"$2,165.80",Henrietta,$0.00,"$2,279.69",Bank Report (Entire Month),$113.89,D,$0.00,$0.00,2012,$113.89,11/1/12 - 11/30/12,$0.00,False,,$0.00,$0.00,11/1/2012,,12/3/2012,$0.00,"Davis, Henrietta",13739,60046,False,162637,162637,Web Reporter 2.0,12/3/2012
$20.00,,2012-11-05T15:14:26.967,20.0,70,10/31/2012,"$2,279.69",Henrietta,$20.00,"$2,633.97",Bank Report (Entire Month),$374.28,D,$0.00,$0.00,2012,$374.28,10/1/12 - 10/31/12,$0.00,False,,$0.00,$0.00,10/1/2012,,11/5/2012,$0.00,"Davis, Henrietta",13739,60046,False,161789,161789,Web Reporter 2.0,11/5/2012
$0.00,,2012-10-05T12:02:13.783,0.0,70,9/30/2012,"$2,633.97",Henrietta,$0.00,"$2,645.97",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2012,$12.00,9/1/12 - 9/30/12,$0.00,False,,$0.00,$0.00,9/1/2012,,10/5/2012,$0.00,"Davis, Henrietta",13739,60046,False,159404,159404,Web Reporter 2.0,10/5/2012
$0.00,,2012-09-04T15:19:25.643,0.0,70,8/31/2012,"$2,645.97",Henrietta,$0.00,"$2,657.97",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2012,$12.00,8/1/12 - 8/31/12,$0.00,False,,$0.00,$0.00,8/1/2012,,9/4/2012,$0.00,"Davis, Henrietta",13739,60046,False,157803,157803,Web Reporter 2.0,9/4/2012
$0.00,,2012-08-02T11:01:06.573,0.0,70,7/31/2012,"$2,657.97",Henrietta,$0.00,"$2,702.05",Bank Report (Entire Month),$44.08,D,$0.00,$0.00,2012,$44.08,7/1/12 - 7/31/12,$0.00,False,,$0.00,$0.00,7/1/2012,,8/2/2012,$0.00,"Davis, Henrietta",13739,60046,False,155472,155472,Web Reporter 2.0,8/2/2012
$0.00,,2012-07-05T12:08:46.573,0.0,70,6/30/2012,"$2,702.05",Henrietta,$0.00,"$2,714.05",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2012,$12.00,6/1/12 - 6/30/12,$0.00,False,,$0.00,$0.00,6/1/2012,,7/5/2012,$0.00,"Davis, Henrietta",13739,60046,False,154398,154398,Web Reporter 2.0,7/5/2012
$20.00,,2012-06-11T15:52:58.47,20.0,70,5/31/2012,"$2,714.05",Henrietta,$20.00,"$2,739.15",Bank Report (Entire Month),$45.10,D,$0.00,$0.00,2012,$45.10,5/1/12 - 5/31/12,$0.00,False,,$0.00,$0.00,5/1/2012,,6/11/2012,$0.00,"Davis, Henrietta",13739,60046,False,153438,153438,Web Reporter 2.0,6/11/2012
$0.00,,2012-05-03T11:17:01.587,0.0,70,4/30/2012,"$2,739.15",Henrietta,$0.00,"$2,830.74",Bank Report (Entire Month),$91.59,D,$0.00,$0.00,2012,$91.59,4/1/12 - 4/30/12,$0.00,False,,$0.00,$0.00,4/1/2012,,5/3/2012,$0.00,"Davis, Henrietta",13739,60046,False,152091,152091,Web Reporter 2.0,5/3/2012
$0.00,,2012-04-05T15:50:51.637,0.0,70,3/31/2012,"$2,830.74",Henrietta,$0.00,"$2,842.74",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2012,$12.00,3/1/12 - 3/31/12,$0.00,False,,$0.00,$0.00,3/1/2012,,4/5/2012,$0.00,"Davis, Henrietta",13739,60046,False,151233,151233,Web Reporter 2.0,4/5/2012
$0.00,,2012-03-05T10:57:53.677,0.0,70,2/29/2012,"$2,842.74",Henrietta,$0.00,"$2,987.02",Bank Report (Entire Month),$144.28,D,$0.00,$0.00,2012,$144.28,2/1/12 - 2/29/12,$0.00,False,,$0.00,$0.00,2/1/2012,,3/5/2012,$0.00,"Davis, Henrietta",13739,60046,False,149983,149983,Web Reporter 2.0,3/5/2012
$46.75,,2012-02-02T10:18:16.283,46.75,70,1/31/2012,"$2,987.02",Henrietta,$46.75,"$2,985.20",Bank Report (Entire Month),$44.93,D,$0.00,$0.00,2012,$44.93,1/1/12 - 1/31/12,$0.00,False,,$0.00,$0.00,1/1/2012,,2/2/2012,$0.00,"Davis, Henrietta",13739,60046,False,148765,148765,Web Reporter 2.0,2/2/2012
$25.00,,2012-01-03T11:39:13.68,25.0,70,12/31/2011,"$2,985.20",Henrietta,$25.00,"$6,342.75",Bank Report (Entire Month),"$3,382.55",D,$0.00,$0.00,2011,"$3,382.55",12/1/11 - 12/31/11,$0.00,False,,$0.00,$0.00,12/1/2011,,1/3/2012,$0.00,"Davis, Henrietta",13739,60046,False,146228,146228,Web Reporter 2.0,1/3/2012
$100.00,,2011-12-05T11:24:59.873,100.0,72,11/30/2011,"$6,342.75",Henrietta,$100.00,"$12,199.54",Bank Report (Days 16-End),"$5,956.79",D,$0.00,$0.00,2011,"$5,956.79",11/16/11 - 11/30/11,$0.00,False,,$0.00,$0.00,11/16/2011,,12/5/2011,$0.00,"Davis, Henrietta",13739,60046,False,145190,145190,Web Reporter 2.0,12/5/2011
"$1,471.00",,2011-11-18T13:22:42.37,1471.0,71,11/15/2011,"$12,199.54",Henrietta,"$1,471.00","$15,727.98",Bank Report (Days 1-15),"$4,999.44",D,$0.00,$0.00,2011,"$4,999.44",11/1/11 - 11/15/11,$0.00,False,,$0.00,$0.00,11/1/2011,,11/18/2011,$0.00,"Davis, Henrietta",13739,60046,False,144589,144589,Web Reporter 2.0,11/18/2011
"$2,359.00",,2011-11-04T13:36:28.087,2359.0,72,10/31/2011,"$15,727.98",Henrietta,"$2,359.00","$20,357.47",Bank Report (Days 16-End),"$6,988.49",D,$0.00,$0.00,2011,"$6,988.49",10/16/11 - 10/31/11,$0.00,False,,$0.00,$0.00,10/16/2011,,11/4/2011,$0.00,"Davis, Henrietta",13739,60046,False,143812,143812,Web Reporter 2.0,11/4/2011
"$7,378.00",,2011-10-21T15:23:59.347,7378.0,71,10/15/2011,"$20,357.47",Henrietta,"$7,378.00","$20,426.22",Bank Report (Days 1-15),"$7,446.75",D,$0.00,$0.00,2011,"$7,446.75",10/1/11 - 10/15/11,$0.00,False,,$0.00,$0.00,10/1/2011,,10/21/2011,$0.00,"Davis, Henrietta",13739,60046,False,143026,143026,Web Reporter 2.0,10/21/2011
"$3,055.00",,2011-10-05T16:47:50.607,3055.0,70,9/30/2011,"$20,426.22",Henrietta,"$3,055.00","$22,750.98",Bank Report (Entire Month),"$5,379.76",D,$0.00,$0.00,2011,"$5,379.76",9/1/11 - 9/30/11,$0.00,False,,$0.00,$0.00,9/1/2011,,10/5/2011,$0.00,"Davis, Henrietta",13739,60046,False,142289,142289,Web Reporter 2.0,10/5/2011
"$3,383.00",,2011-09-06T13:02:22.887,3383.0,70,8/31/2011,"$22,750.98",Henrietta,"$3,383.00","$26,539.68",Bank Report (Entire Month),"$7,171.70",D,$0.00,$0.00,2011,"$7,171.70",8/1/11 - 8/31/11,$0.00,False,,$0.00,$0.00,8/1/2011,,9/6/2011,$0.00,"Davis, Henrietta",13739,60046,False,140683,140683,Web Reporter 2.0,9/6/2011
$620.24,,2011-08-04T12:56:39.2,620.24,70,7/31/2011,"$26,539.68",Henrietta,$620.24,"$28,114.95",Bank Report (Entire Month),"$2,195.51",D,$0.00,$0.00,2011,"$2,195.51",7/1/11 - 7/31/11,$0.00,False,,$0.00,$0.00,7/1/2011,,8/4/2011,$0.00,"Davis, Henrietta",13739,60046,False,139316,139316,Web Reporter 2.0,8/4/2011
"$3,180.00",,2011-07-05T14:13:57.14,3180.0,70,6/30/2011,"$28,114.95",Henrietta,"$3,180.00","$29,270.15",Bank Report (Entire Month),"$4,335.20",D,$0.00,$0.00,2011,"$4,335.20",6/2/11 - 6/30/11,$0.00,False,,$0.00,$0.00,6/2/2011,,7/5/2011,$0.00,"Davis, Henrietta",13739,60046,False,137089,137089,Web Reporter 2.0,7/5/2011
"$6,215.00",,2011-06-03T14:08:28.95,6215.0,70,5/31/2011,"$29,270.15",Henrietta,"$6,215.00","$24,776.35",Bank Report (Entire Month),"$1,721.20",D,$0.00,$0.00,2011,"$1,721.20",5/1/11 - 5/31/11,$0.00,False,,$0.00,$0.00,5/1/2011,,6/3/2011,$0.00,"Davis, Henrietta",13739,60046,False,135914,135914,Web Reporter 2.0,6/3/2011
"$19,300.00",,2011-05-02T13:25:50.93,19300.0,70,4/29/2011,"$24,776.35",Henrietta,"$19,300.00","$7,301.04",Bank Report (Entire Month),"$1,824.69",D,$0.00,$0.00,2011,"$1,824.69",4/1/11 - 4/29/11,$0.00,False,,$0.00,$0.00,4/1/2011,,5/2/2011,$0.00,"Davis, Henrietta",13739,60046,False,134620,134620,Web Reporter 2.0,5/2/2011
"$3,230.00",,2011-04-01T13:49:09.647,3230.0,70,3/31/2011,"$7,301.04",Henrietta,"$3,230.00","$4,219.34",Bank Report (Entire Month),$148.30,D,$0.00,$0.00,2011,$148.30,3/1/11 - 3/31/11,$0.00,False,,$0.00,$0.00,3/1/2011,,4/1/2011,$0.00,"Davis, Henrietta",13739,60046,False,133297,133297,Web Reporter 2.0,4/1/2011
$525.00,,2011-03-04T08:54:31.98,525.0,70,2/28/2011,"$4,219.34",Henrietta,$525.00,"$3,753.14",Bank Report (Entire Month),$58.80,D,$0.00,$0.00,2011,$58.80,2/1/11 - 2/28/11,$0.00,False,,$0.00,$0.00,2/1/2011,,3/4/2011,$0.00,"Davis, Henrietta",13739,60046,False,132352,132352,Web Reporter 2.0,3/4/2011
"$3,403.00",,2011-02-04T12:38:45.9,3403.0,70,1/31/2011,"$3,753.14",Henrietta,"$3,403.00","$2,818.98",Bank Report (Entire Month),"$2,468.84",D,$0.00,$0.00,2011,"$2,468.84",1/1/11 - 1/31/11,$0.00,False,,$0.00,$0.00,1/1/2011,,2/4/2011,$0.00,"Davis, Henrietta",13739,60046,False,131150,131150,Web Reporter 2.0,2/4/2011
$0.00,,2011-01-05T13:48:40.5,0.0,70,12/31/2010,"$2,818.98",Henrietta,$0.00,"$2,892.78",Bank Report (Entire Month),$73.80,D,$0.00,$0.00,2010,$73.80,12/1/10 - 12/31/10,$0.00,False,,$0.00,$0.00,12/1/2010,,1/5/2011,$0.00,"Davis, Henrietta",13739,60046,False,128429,128429,Web Reporter 2.0,1/5/2011
$242.50,,2010-12-06T09:24:13.53,242.5,70,11/30/2010,"$2,892.78",Henrietta,$242.50,"$2,893.93",Bank Report (Entire Month),$243.65,D,$0.00,$0.00,2010,$243.65,11/1/10 - 11/30/10,$0.00,False,,$0.00,$0.00,11/1/2010,,12/6/2010,$0.00,"Davis, Henrietta",13739,60046,False,127063,127063,Web Reporter 2.0,12/6/2010
$185.00,,2010-11-05T10:38:53.997,185.0,70,10/31/2010,"$2,893.93",Henrietta,$185.00,"$2,877.29",Bank Report (Entire Month),$168.36,D,$0.00,$0.00,2010,$168.36,10/1/10 - 10/31/10,$0.00,False,,$0.00,$0.00,10/1/2010,,11/5/2010,$0.00,"Davis, Henrietta",13739,60046,False,125694,125694,Web Reporter 2.0,11/5/2010
$0.00,,2010-10-13T09:29:53.697,0.0,70,9/30/2010,"$2,877.29",Henrietta,$0.00,"$2,889.29",Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2010,$12.00,9/1/10 - 9/30/10,$0.00,False,,$0.00,$0.00,9/1/2010,,10/13/2010,$0.00,"Davis, Henrietta",13739,60046,False,122486,122486,Web Reporter 2.0,10/13/2010
$200.00,,2010-09-03T11:36:12.327,200.0,70,8/31/2010,"$2,889.29",Henrietta,$200.00,"$3,302.74",Bank Report (Entire Month),$613.45,D,$0.00,$0.00,2010,$613.45,8/1/10 - 8/31/10,$0.00,False,,$0.00,$0.00,8/1/2010,,9/3/2010,$0.00,"Davis, Henrietta",13739,60046,False,119202,119202,Web Reporter 2.0,9/3/2010
$265.00,,2010-08-06T17:15:01.707,265.0,70,7/31/2010,"$3,302.74",Henrietta,$265.00,"$3,051.39",Bank Report (Entire Month),$13.65,D,$0.00,$0.00,2010,$13.65,7/1/10 - 7/31/10,$0.00,False,,$0.00,$0.00,7/1/2010,,8/6/2010,$0.00,"Davis, Henrietta",13739,60046,False,117169,117169,Web Reporter 2.0,8/6/2010
"$4,137.00",,2010-07-06T08:23:49.933,4137.0,70,6/30/2010,"$3,051.39",Henrietta,"$4,137.00",$121.01,Bank Report (Entire Month),"$1,206.62",D,$0.00,$0.00,2010,"$1,206.62",6/1/10 - 6/30/10,$0.00,False,,$0.00,$0.00,6/1/2010,,7/6/2010,$0.00,"Davis, Henrietta",13739,60046,False,115181,115181,Web Reporter 2.0,7/6/2010
$0.00,,2010-06-04T14:32:43.32,0.0,70,5/31/2010,$121.01,Henrietta,$0.00,$133.01,Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2010,$12.00,5/1/10 - 5/31/10,$0.00,False,,$0.00,$0.00,5/1/2010,,6/4/2010,$0.00,"Davis, Henrietta",13739,60046,False,113330,113330,Web Reporter 2.0,6/4/2010
"$1,000.00",,2010-05-07T16:49:57.66,1000.0,70,4/30/2010,$133.01,Henrietta,"$1,000.00",$258.28,Bank Report (Entire Month),"$1,125.27",D,$0.00,$0.00,2010,"$1,125.27",4/1/10 - 4/30/10,$0.00,False,,$0.00,$0.00,4/1/2010,,5/7/2010,$0.00,"Davis, Henrietta",13739,60046,False,111980,111980,Web Reporter 2.0,5/7/2010
$0.00,,2010-04-01T18:13:10.027,0.0,70,3/31/2010,$258.28,Henrietta,$0.00,$270.28,Bank Report (Entire Month),$12.00,D,$0.00,$0.00,2010,$12.00,3/1/10 - 3/31/10,$0.00,False,,$0.00,$0.00,3/1/2010,,4/1/2010,$0.00,"Davis, Henrietta",13739,60046,False,110014,110014,Web Reporter 2.0,4/1/2010
$18.00,,2010-03-03T12:48:46.77,18.0,70,2/28/2010,$270.28,Henrietta,$18.00,$265.13,Bank Report (Entire Month),$12.85,D,$0.00,$0.00,2010,$12.85,2/1/10 - 2/28/10,$0.00,False,,$0.00,$0.00,2/1/2010,,3/3/2010,$0.00,"Davis, Henrietta",13739,60046,False,108669,108669,Web Reporter 2.0,3/3/2010
$0.00,,2010-02-08T07:50:03.017,0.0,70,1/31/2010,$265.13,Henrietta,$0.00,$521.68,Bank Report (Entire Month),$256.55,D,$0.00,$0.00,2010,$256.55,1/1/10 - 1/31/10,$0.00,False,,$0.00,$0.00,1/1/2010,,2/8/2010,$0.00,"Davis, Henrietta",13739,60046,False,107699,107699,Web Reporter 2.0,2/8/2010
$35.00,,2010-01-07T18:15:39.37,35.0,72,12/31/2009,$521.68,Henrietta,$35.00,$650.23,Bank Report (Days 16-End),$163.55,D,$0.00,$0.00,2009,$163.55,12/16/09 - 12/31/09,$0.00,False,,$0.00,$0.00,12/16/2009,,1/7/2010,$0.00,"Davis, Henrietta",13739,60046,False,105299,105299,Web Reporter 2.0,1/7/2010
$0.00,,2009-12-17T11:55:08.677,0.0,71,12/15/2009,$650.23,Henrietta,$0.00,$680.23,Bank Report (Days 1-15),$30.00,D,$0.00,$0.00,2009,$30.00,12/1/09 - 12/15/09,$0.00,False,,$0.00,$0.00,12/1/2009,,12/17/2009,$0.00,"Davis, Henrietta",13739,60046,False,104073,104073,Web Reporter 2.0,12/17/2009
$75.00,,2009-12-07T13:03:21.6,75.0,72,11/30/2009,$680.23,Henrietta,$75.00,"$5,052.81",Bank Report (Days 16-End),"$4,447.58",D,$0.00,$0.00,2009,"$4,447.58",11/16/09 - 11/30/09,$0.00,False,,$0.00,$0.00,11/16/2009,,12/7/2009,$0.00,"Davis, Henrietta",13739,60046,False,103660,103660,Web Reporter 2.0,12/7/2009
$872.00,,2009-11-20T17:53:50.877,872.0,71,11/15/2009,"$5,052.81",Henrietta,$872.00,"$8,348.79",Bank Report (Days 1-15),"$4,167.98",D,$0.00,$0.00,2009,"$4,167.98",11/1/09 - 11/15/09,$0.00,False,,$0.00,$0.00,11/1/2009,,11/20/2009,$0.00,"Davis, Henrietta",13739,60046,False,102951,102951,Web Reporter 2.0,11/20/2009
"$2,920.00",,2009-11-05T18:58:48.687,2920.0,72,10/31/2009,"$8,348.79",Henrietta,"$2,920.00","$13,120.64",Bank Report (Days 16-End),"$7,691.85",D,$0.00,$0.00,2009,"$7,691.85",10/16/09 - 10/31/09,$0.00,False,,$0.00,$0.00,10/16/2009,,11/5/2009,$0.00,"Davis, Henrietta",13739,60046,False,102267,102267,Web Reporter 2.0,11/5/2009
"$5,455.00",,2009-10-20T18:27:06.803,5455.0,71,10/15/2009,"$13,120.64",Henrietta,"$5,455.00","$13,766.21",Bank Report (Days 1-15),"$6,100.57",D,$0.00,$0.00,2009,"$6,100.57",10/1/09 - 10/15/09,$0.00,False,,$0.00,$0.00,10/1/2009,,10/20/2009,$0.00,"Davis, Henrietta",13739,60046,False,101356,101356,Web Reporter 2.0,10/20/2009
